DATE,BRAND_NAME,PRODUCT_DESCRIPTION,REASON,COMPANY,COMPANY_RELEASE_LINK,PHOTOS_LINK
"Thu, 23 Mar 2017 13:25:00 -0400",ChloroFields,Micro-Greens Asian Mix,Salmonella,ChloroFields,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm548250.htm,
"Thu, 23 Mar 2017 00:00:00 -0400",Nuvita,"Plant based superfood 30 shakes, chocolate flavor and vanilla flavor",Undeclared peanuts,Nuvita,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm548587.htm,
"Mon, 20 Mar 2017 15:38:00 -0400","Barnsdale Farms®, HoundsTooth® and Mac&#39;s Choice®",Dog treat- Pig Ears,Samonella,EuroCan Manufacturing,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm547572.htm,
"Mon, 20 Mar 2017 00:00:00 -0400",Ronzoni,Thin Spaghetti,Undeclared egg,Riviana Foods Inc,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm547851.htm,
"Sat, 18 Mar 2017 11:42:00 -0400",Nutiva,Protein shake,Undeclared peanuts,Nutiva,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm547338.htm,
"Fri, 17 Mar 2017 21:47:00 -0400","BLUE Wilderness, Rocky Mountain Recipe",Dog food,Contains beef thyroid hormone,Blue Buffalo Company,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm547335.htm,
"Fri, 17 Mar 2017 20:47:00 -0400",Wellness,Beef Topper for Dogs,Contains beef thyroid hormone,WellPet LLC,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm547333.htm,
"Fri, 17 Mar 2017 00:00:00 -0400",Nabelsi,Thyme,Lead,Aroma Imports Inc.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm547263.htm,
"Thu, 16 Mar 2017 00:00:00 -0400",(no brand name) Edamame,Edamame (Soybeans),Listeria monocytogenes,Advanced Fresh Concepts Franchise Corp.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm547260.htm,
"Tue, 14 Mar 2017 20:06:00 -0400",Dolcetta,Chocolate Candy,Undeclared soy and milk,Dolcetta Artisan Sweets,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm546757.htm,
"Mon, 13 Mar 2017 00:00:00 -0400",Vulto Creamery,Cheese,Listeria monocytogenes,Whole Foods Market,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm546358.htm,
"Sat, 11 Mar 2017 12:12:00 -0500",Vulto Creamery,Cheeses,Listeria monocytogenes,Vulto Creamery,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm546133.htm,
"Fri, 10 Mar 2017 17:30:00 -0500",Dixie Diners Club,Carb Not Beanit Butter,Escherichia coli O157:H7,The SoyNut Butter Co.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm546130.htm,
"Thu, 09 Mar 2017 14:52:00 -0500",Lidia’s,Marinara Sauce,Undeclared milk,Nonna Foods,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm545896.htm,
"Thu, 09 Mar 2017 00:00:00 -0500",7-Select,Mantecada (Muffin),Undeclared milk,BAK-EZ Bakery Company,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm545889.htm,
"Thu, 09 Mar 2017 00:00:00 -0500",Regeneca Worldwide,Various herbal and dietary supplements,Not manufactured in compliance with cGMPs,Regeneca Worldwide,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm545842.htm,
"Wed, 08 Mar 2017 18:06:00 -0500",Gerber,Cheese Ravioli Pasta Pick-Ups,The egg allergen is missing from the &#39;Contains&quot;&#39;statement,Gerber Products Company,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm545747.htm,
"Wed, 08 Mar 2017 16:11:00 -0500",Vulto Creamery,Ouleout and Miranda soft raw milk cheese,Listeria monocytogenes,Whole Foods Market,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm545716.htm,
"Wed, 08 Mar 2017 00:00:00 -0500",GFS,Monterey Jack Cheese with Jalapeno Peppers,Listeria monocytogenes,Biery Cheese Co.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm545684.htm,
"Tue, 07 Mar 2017 14:38:00 -0500",A&amp;H Focal Inc.,Dietary Supplements,"Found to contain PDE-5 Inhibitors (i.e. sildenafil, tadalafil, vardenafil, etc.)",A&amp;H Focal Inc.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm545394.htm,
"Tue, 07 Mar 2017 14:11:00 -0500",I.M. Healthy,Original creamy SoyNut Butter,Escherichia coli (E. coli) O157:H7,SoyNut Butter Co.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm545368.htm,
"Tue, 07 Mar 2017 10:39:00 -0500",Vulto Creamery,Cheeses,Listeria monocytogenes,Vulto Creamery,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm545289.htm,
"Mon, 06 Mar 2017 10:22:00 -0500",WEGMANS,Milk Chocolate Big Ear Bunny Sucker,Undeclared peanuts,Landies Candies Co Inc.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm545279.htm,
"Sat, 04 Mar 2017 00:00:00 -0500",I.M. Healthy,Original creamy SoyNut Butter,Escherichia coli (E. coli) O157:H7,SoyNut Butter Co.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm544976.htm,
"Fri, 03 Mar 2017 15:51:00 -0500",Meijer,Muenster  Cheese,Listeria monocytogenes,Meijer,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm544915.htm,
"Fri, 03 Mar 2017 00:00:00 -0500","Evanger&#39;s, Against the Grain","Hunk of Beef, Braised Beef, and Pulled Beef canned dog food",Pentobarbital,Evanger&#39;s Dog and Cat Food,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm544972.htm,
"Thu, 02 Mar 2017 12:55:00 -0500",Meijer,Greek Salad,Undeclared Wheat,Meijer,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm544511.htm,
"Wed, 01 Mar 2017 16:46:00 -0500",Fusia,Szechuan Stir Fry,Listeria monocytogenes,"Versa Marketing, Inc.",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm544329.htm,
"Tue, 28 Feb 2017 17:20:00 -0500",Yoke&#39;s Fresh Market,Cheese,Listeria monocytogenes,Yoke&#39;s Fresh Market,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm544055.htm,
"Tue, 28 Feb 2017 11:33:00 -0500","Lipari Old Tyme, Copperwood",Cheeses,Listeria monocytogenes,Lipari Foods,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm543853.htm,
"Tue, 28 Feb 2017 11:10:00 -0500","Lonestar Bakeries, Whole Foods Market",Cake,Undeclared tree nut (pecans),Whole Foods Market,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm543834.htm,
"Sat, 25 Feb 2017 00:00:00 -0500",Trader Joe&#39;s,Apple Sauce,potential presence of glass pieces,"Manzana Products Co., Inc.",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm543337.htm,
"Fri, 24 Feb 2017 10:48:00 -0500",Edex,Alprostadil for injection,Potential Lack of Sterility Assurance,Endo Pharmaceuticals Inc.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm543470.htm,
"Fri, 24 Feb 2017 00:00:00 -0500",Our Chef&#39;s Own,Spinach Orzo Salad,Undeclared tree nut,Whole Foods Market,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm543471.htm,
"Fri, 24 Feb 2017 00:00:00 -0500",Basha&#39;s and Food City,Cheeses,Listeria monocytogenes,Lakeview Cheese and Bashas’ Family of Stores,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm543279.htm,
"Thu, 23 Feb 2017 00:00:00 -0500",Advanced Pharma,"All unexpired sterile injectable products labeled “latex free” that were produced at Advanced Pharma, Inc.’s Houston location",Products may contain synthetic latex and/or natural latex,Avella Specialty Pharmacy,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm543208.htm,
"Wed, 22 Feb 2017 19:53:00 -0500",Kusher,Cookies,Undeclared milk and egg,Kusher,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm542816.htm,
"Mon, 20 Feb 2017 00:00:00 -0500",Bee International,Plastic Heart Tubes with Chocolate Lentils,Undeclared milk,"Bee International, Inc.",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm542522.htm,
"Fri, 17 Feb 2017 18:09:00 -0500",Synergy Rx Pharmacy,Non-sterile drug products,Lack of Quality Assurance,Synergy Rx Pharmacy,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm542405.htm,
"Fri, 17 Feb 2017 13:36:00 -0500",Guggisberg,Cheese and cheese-containing gift boxes,Listeria monocytogenes,Dutch Valley Foods,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm542338.htm,
"Fri, 17 Feb 2017 12:51:00 -0500","Amish Classics, Deli Readi, Deli Made, Meijer, more",Cheese,Listeria monocytogenes,"MDS Foods Inc.,",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm542407.htm,
"Fri, 17 Feb 2017 09:58:00 -0500",Chapis,Bread Crumbs,"Undeclared Wheat, Milk, Eggs, Tree Nuts, and,
Soybean.",Chapis Spice &amp; Tea,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm542406.htm,
"Thu, 16 Feb 2017 20:30:00 -0500",Ditos,Fruit trays,Undeclared soy and milk,Ditos,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm542243.htm,
"Thu, 16 Feb 2017 17:13:00 -0500","Great Midwest, Dutchmark",Cheese,Listeria monocytogenes,Saputo Inc.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm542225.htm,
"Thu, 16 Feb 2017 12:00:00 -0500",XtraHRD,XtraHRD Natural Male Enhancement capsules,Unapproved new drug – contains tadalafil,"Organic Herbal Supply, Inc.",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm542499.htm,
"Thu, 16 Feb 2017 00:00:00 -0500","Delallo, Dietz &amp; Watson, Private Selections",Cheese,Listeria monocytogenes,Biery Cheese Co.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm542271.htm,
"Wed, 15 Feb 2017 00:00:00 -0500",Veggie Noodle Co,Butternut Spirals,Listeria monocytogenes,Veggie Noodle Co,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm541997.htm,
"Tue, 14 Feb 2017 08:30:00 -0500",Guggisberg,Cheese,Listeria monocytogenes,Guggisberg Cheese Inc.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm541732.htm,
"Tue, 14 Feb 2017 00:00:00 -0500",Private Selection,Pie,Undeclared almonds and eggs,Legendary Baking,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm541875.htm,
"Tue, 14 Feb 2017 00:00:00 -0500",Against the Grain,Dog Food,Potential presence of pentobarbital,Against The Grain Pet Foods,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm541692.htm,
"Tue, 14 Feb 2017 00:00:00 -0500",Synergy Rx Pharmacy,"Human Chorionic Gonadotropin (HCG)
for injection",Lack of Sterility Assurance,Synergy Rx Pharmacy,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm541691.htm,
"Tue, 14 Feb 2017 00:00:00 -0500",The Supreme One / Theravits,Vitamins,Undeclared fish allergen,Licata Enterprises,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm542367.htm,
"Mon, 13 Feb 2017 00:00:00 -0500","Country Fresh, Soutwest,Marketside, HEB Ready Fresh Go","Stuffed mushrooms, fruit and cheese",Listeria monocytogenes,Country Fresh,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm541436.htm,
"Mon, 13 Feb 2017 00:00:00 -0500",Cousins,Tomato Salad Dressing,Undeclared milk,Cousins Products LLC,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm541432.htm,
"Mon, 13 Feb 2017 00:00:00 -0500",Choice Farms,Stuffed mushrooms,Listeria monocytogenes,Choice Farms LLC,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm541442.htm,
"Sat, 11 Feb 2017 00:00:00 -0500","Amish Classics, Deli Readi, Deli Made, Meijer, more",Cheese,Listeria monocytogenes,"MDS Foods Inc.,",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm541377.htm,
"Fri, 10 Feb 2017 10:20:00 -0500",Sargento,Cheese,Listeria monocytogenes,"Sargento Foods, Inc.",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm541527.htm,
"Fri, 10 Feb 2017 00:00:00 -0500",Meijer,Colby Cheese and Colby Jack Cheese,Listeria monocytogenes,Meijer,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm541224.htm,
"Thu, 09 Feb 2017 00:00:00 -0500",Ruth&#39;s,Pimento Spread,Listeria monocytogenes,Ruth&#39;s Salads,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm540897.htm,
"Thu, 09 Feb 2017 00:00:00 -0500",Grreat,Grreat Choice Adult Dog Food with Chicken &amp; Rice,Metal Pieces,PetSmart,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm541182.htm,
"Wed, 08 Feb 2017 18:32:00 -0500",X-Gen,"Ibuprofen Lysine Injection, 20 mg/2 mL",Presence of particulate matter,"Exela Pharma Sciences, LLC",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm540769.htm,
"Wed, 08 Feb 2017 10:47:00 -0500",Private Selection,Salted Caramel Chocolate Almond Pie,Undeclared Almonds and Egg,Legendary Baking,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm540863.htm,
"Wed, 08 Feb 2017 00:00:00 -0500",PC Organics,(various flavors) Baby food pouches,The products may permit the growth of Clostridium botulinum,Loblaw Companies Limited,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm541893.htm,
"Tue, 07 Feb 2017 10:02:00 -0500",Well Balance,Dietary Supplement,"Product contains banned substance, Ephedra Herba",Kingsway Trading Inc.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm540540.htm,
"Tue, 07 Feb 2017 00:00:00 -0500",Fred Meyer,100% Whole Wheat Bread,Undeclared Milk,Fred Meyer Stores,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm540561.htm,
"Tue, 07 Feb 2017 00:00:00 -0500",Peony Mark,Dried Lily Flower,Undeclared Sulfites,Starway Incorporated,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm540456.htm,
"Fri, 03 Feb 2017 16:22:00 -0500",Evanger’s,12oz Hunk of Beef Dog food,Pentobarbital,Evanger’s Dog &amp; Cat Food Co.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm539900.htm,
"Thu, 02 Feb 2017 15:33:00 -0500",Falafel King,Tzatziki (cucumber) sauce,Undeclared Milk,Falafel King,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm539684.htm,
"Thu, 02 Feb 2017 00:00:00 -0500",Ruth&#39;s,Pimento Spread,Listeria monocytogenes,Ruth&#39;s Salads,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm539701.htm,
"Wed, 01 Feb 2017 14:50:00 -0500",Fromi USA,"Soureliette Cheese, Tomme Brebis Fedou Cheese",Listeria monocytogenes,Fromi USA,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm539450.htm,
"Wed, 01 Feb 2017 00:00:00 -0500",Sunmba,Frozen Ajiaco (vegetables mix),Listeria monocytogenes,Barberi International Inc.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm539412.htm,
"Tue, 31 Jan 2017 00:00:00 -0500","Cope, Copenhagen, Husky, Skoal",Smokeless Tobacco Products,Foreign metal objects,U.S. Smokeless Tobacco Company (USSTC),http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm539395.htm,
"Sat, 28 Jan 2017 15:09:00 -0500",ageLOC TR90,Protein boost,Undeclared milk,"NSE Products, Inc.",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm538725.htm,
"Thu, 26 Jan 2017 00:00:00 -0500",Marich Confectionery,Chocolate Caramel Hearts,Undeclared almonds,Marich Confectionery,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm538708.htm,
"Wed, 25 Jan 2017 15:41:00 -0500",Bakery Fresh Goodness,Carrot Cupcakes,Undeclared soy and milk,Fred Meyer Stores,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm538396.htm,
"Tue, 24 Jan 2017 21:24:00 -0500","Hospira, Inc.",Vancomycin Hydrochloride for injection,Particulate matter,"Hospira, Inc.",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm538214.htm,
"Mon, 23 Jan 2017 15:15:00 -0500",Carriage House Creations,Sauces,Undeclared soy and peanuts,Carriage House Creations,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm538387.htm,
"Sun, 22 Jan 2017 11:39:00 -0500",Trader Joe’s,Bread,Undeclared milk,Athens Baking Company,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm537907.htm,
"Sat, 21 Jan 2017 00:00:00 -0500",Specialty Commodities,Almonds,Undeclared cashew,"Specialty Commodities, Inc.",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm537949.htm,
"Fri, 20 Jan 2017 17:47:00 -0500","King&#39;s Pastry, Bakewell desserts","Various cakes: tuxedo bar, chocolate bar, cappuccino",Undeclared tree nuts (hazelnut),King&#39;s Pastry,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm537818.htm,
"Fri, 20 Jan 2017 16:02:00 -0500",Chip’n Dipped,Dark Chocolate Bars,Undeclared Milk,Chip’n Dipped,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm537800.htm,
"Wed, 18 Jan 2017 15:11:00 -0500",Stauffer’s,Animal crackers,Undeclared Milk,D. F. Stauffer Biscuit Co.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm537485.htm,
"Fri, 13 Jan 2017 18:06:00 -0500",LIFEPAK,LIFEPAK 1000 defibrillator,Device has shut down unexpectedly during patient treatment,Physio-Control,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm537114.htm,
"Fri, 13 Jan 2017 16:41:00 -0500",Pictsweet Farms,Breaded Okra,May contain glass fragments,The Pictsweet Company,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm537117.htm,
"Fri, 13 Jan 2017 12:10:00 -0500",Golden Flake,Potato chips,Undeclared Milk,"Golden Flake Snack Foods, Inc.",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm537051.htm,
"Fri, 13 Jan 2017 08:03:00 -0500",Grange Co-op Rouge,Rabbit Pellets,Contain high levels of vitamin D,Grange Co-op,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm537115.htm,
"Fri, 13 Jan 2017 00:00:00 -0500",Blue Ridge Beef,Raw Dog and Cat food,Listeria monocytogenes,Blue Ridge Beef,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm537165.htm,
"Thu, 12 Jan 2017 08:27:00 -0500",Hy-Vee,Candy Trays,Salmonella,"Name Hy-Vee, Inc.",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm536978.htm,
"Wed, 11 Jan 2017 12:52:00 -0500",Tupperware,Southwest Chipotle Seasoning,Salmonella,"Tupperware U.S., Inc.",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm536599.htm,
"Tue, 10 Jan 2017 19:01:00 -0500",Chip’n Dipped,Dark chocolate crunch bar,Undeclared milk,Chip’n Dipped,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm536422.htm,
"Tue, 10 Jan 2017 08:31:00 -0500",Mann Packing,Organic Veggies with Organic Ranch Dip,Undeclared Milk,Mann Packing,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm536083.htm,
"Mon, 09 Jan 2017 22:12:00 -0500","Hostess Brands, LLC",Holiday White Peppermint Hostess® Twinkies,Salmonella,"Hostess Brands, LLC",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm536055.htm,
"Mon, 09 Jan 2017 21:15:00 -0500","Palmer, Publix, Trails End and others",Chocolate coated candy,Salmonella,Palmer Candy  Company,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm536052.htm,
"Mon, 09 Jan 2017 08:17:00 -0500",Everroast,Chicken Caesar Wrap,Undeclared anchovy,"Harris Teeter, LLC",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm535950.htm,
"Fri, 06 Jan 2017 08:34:00 -0500","9LivesTM, EverPetTM, and Special KittyTM",Canned cat food,Possible low levels of thiamine (Vitamin B1),J.M. Smucker Company,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm536477.htm,
"Thu, 05 Jan 2017 08:17:00 -0500",Whole Foods Market,Croissants,Undeclared egg,Bakers of Paris,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm535769.htm,
"Wed, 04 Jan 2017 23:02:00 -0500",Whole Foods Market,Tarts,Undeclared almond,Whole Foods Market,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm535598.htm,
"Wed, 04 Jan 2017 20:05:00 -0500","Dutch Valley Food Distributors, Inc.",Cappuccino Snack Mix,Salmonella,"Dutch Valley Food Distributors, Inc.",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm536706.htm,
"Tue, 03 Jan 2017 17:47:00 -0500","9LivesTM, EverPetTM, and Special KittyTM",Canned cat food,Possible low levels of thiamine (Vitamin B1),J.M. Smucker Company,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm535382.htm,
