DATE,BRAND_NAME,PRODUCT_DESCRIPTION,REASON,COMPANY,COMPANY_RELEASE_LINK,PHOTOS_LINK
"Mon, 29 Dec 2014 00:00:00 -0500",Groove,Ice Cream Sandwiches,Listeria monocytogenes,"Great Feeling Foods, LLC",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm428315.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm428316.htm
"Sat, 27 Dec 2014 16:50:00 -0500",California Snack Foods,Caramel apples,Listeria monocytogenes,California Snack Foods,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm428157.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm428158.htm
"Fri, 26 Dec 2014 18:32:00 -0500","Adams, Earl Campbell",Cumin products,"Undeclared peanut protein, Undeclared Peanut (from Cumin Ingredient)","Adams Flavors, foods &amp; Ingredients",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm428141.htm,
"Wed, 24 Dec 2014 19:08:00 -0500",Happy Apple,Caramel apples,Listeria monocytogenes,Happy Apple Company,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm428106.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm428879.htm
"Wed, 24 Dec 2014 13:09:00 -0500",Farm Country Cheese House,Raw Milk Cheddar,Listeria monocytogenes,Farm Country Cheese House,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm428077.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm428080.htm
"Wed, 24 Dec 2014 00:00:00 -0500",Barkworthies,Chicken Vittles dog chews,Salmonella,Barkworthies,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm428723.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm429732.htm
"Tue, 23 Dec 2014 16:58:00 -0500",Hospira,MitoXANTRONE,"Due to confirmed subpotency and elevated
impurity levels.",Hospira Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm427952.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm427953.htm
"Tue, 23 Dec 2014 16:24:00 -0500","Snoqualime, Emerald &amp; Spruce, and Top Pot.","Ice Cream, Gelato, Custard and Sorbet",Listeria monocytogenes,"Snoqualmie Gourmet Ice Cream, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm427940.htm,
"Tue, 23 Dec 2014 00:00:00 -0500",Elevated Ice Cream,Ice Cream,Listeria monocytogenes,Elevated Ice Cream,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm431886.htm,
"Mon, 22 Dec 2014 00:00:00 -0500",Haggen brand for Thai Noodle Salad. No brand for Tofu Pad Thai Bowl.,Tofu Pad Thai Bowl and Thai Noodle Salad,Undeclared Shellfish (Shrimp),"Real Foods of Seattle, LLC",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm427935.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm427946.htm
"Fri, 19 Dec 2014 21:44:00 -0500",Winter Blossom; Kkot Saem Winter Blossom and Kkot Saem,Soybean Sprouts and Mungbean Sprouts,Listeria monocytogenes,"Kkot Saem Sprouts, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm427666.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm427667.htm
"Fri, 19 Dec 2014 19:34:00 -0500",SLIM-K,Dietary supplement capsules used for weight loss,Undeclared Drug Ingredient,"Bethel Nutritional Consulting, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm427662.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm427663.htm
"Fri, 19 Dec 2014 17:07:00 -0500",B-Lipo,Dietary supplement capsules used for weight loss,Undeclared Drug Ingredient,"Bethel Nutritional Consulting, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm427657.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm427658.htm
"Fri, 19 Dec 2014 16:40:00 -0500",Carroll Shelby and Wick Fowler,Chili Seasoning Kits,Undeclared Peanuts and Almonds,Reily Foods Co.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm427655.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm427801.htm
"Fri, 19 Dec 2014 10:41:00 -0500",Market Pantry,Dark Chocolate Covered Almonds,Undeclared Peanuts,"Zachary Confections, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm427539.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm427542.htm
"Fri, 19 Dec 2014 00:00:00 -0500",Perfect Bar,Peanut Butter and Cranberry Crunch Nutrition Bars,Salmonella contamination,Perfect Bar &amp; Company,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm427672.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm427673.htm
"Wed, 17 Dec 2014 18:03:00 -0500",Bleating Heart Cheese,Ewelicious Blue; Fat Bottom Girl; Goldette Tommette,Listeria monocytogenes,Bleating Heart Cheese LLC.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm427328.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm427329.htm
"Fri, 12 Dec 2014 00:00:00 -0500",Wyked Labs and Anabolic Science Labs,Dietary supplement capsules used for body building and weight loss,Undeclared Synthetic Hormone/Prohormone Ingredient,Wyked Labs,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm432880.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm432881.htm
"Fri, 12 Dec 2014 00:00:00 -0500",Gastrotec,Combination of Omeprazole and Misoprostol in a paste,Not approved for use as an animal drug,"Tristar Equine Marketing, LLC.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm426894.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm426944.htm
"Thu, 11 Dec 2014 00:00:00 -0500",Baxter,0.9% Sodium Chloride Injection USP,Contains Particulate Matter,Baxter International Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm426879.htm,
"Thu, 11 Dec 2014 00:00:00 -0500",Giant Eagle,Apple Pistachio Salad (with/without chicken),Listeria monocytogenes,Giant Eagle,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm426704.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm426706.htm
"Thu, 11 Dec 2014 00:00:00 -0500",Flat Creek Lodge,Gouda Cheese,Salmonella,Flat Creek Farm &amp; Dairy,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm426780.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm426782.htm
"Wed, 10 Dec 2014 10:41:00 -0500","Farmers Market - Giant Eagle, Del Monte, Nature Made, Wegmans, Sheetz M-T-go!, 7-Eleven",Fresh Cut Red Apples,Listeria monocytogenes,"Del Monte Fresh Produce N.A., Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm426419.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm426439.htm
"Wed, 10 Dec 2014 00:00:00 -0500",Burkmann Feeds,Poultry feed,Contaminated with Monensin Sodium,Burkmann Feeds,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm428401.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm428416.htm
"Tue, 09 Dec 2014 18:47:00 -0500",De Mi Pais,Cuajada Fresca (fresh curd) and Cuajada Olanchana (fresh curd),Listeria monocytogenes,Global Garlic Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm426345.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm426346.htm
"Tue, 09 Dec 2014 00:00:00 -0500",Whalens,Seafood &amp; Burger Sauce,Undeclared fish (anchovy),"Whalens Horseradish Products, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm426464.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm426466.htm
"Mon, 08 Dec 2014 18:48:00 -0500",Alere INRatio,"INRatio Monitor, INRatio2 Monitor, and INRatio Test Strips",May provide an INR result that is clinically significantly lower than a result obtained using a reference INR system for patients with certain medical conditions,Alere Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm426166.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm426386.htm
"Sat, 06 Dec 2014 14:07:00 -0500",Safeway Select,French Salted Caramel (Fleur De Sel) Premium Ice Cream,Undeclared Peanuts,Safeway,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm425984.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm426342.htm
"Thu, 04 Dec 2014 17:56:00 -0500",Abdallah Candies,Holiday Caramel Bites,Undeclared Peanuts,Abdallah Candies of Burnsville,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm425823.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/ICECI/EnforcementActions/WarningLetters/Tobacco/ucm524824.htm
"Wed, 03 Dec 2014 19:38:00 -0500",Open Nature,Open Nature Chile Cheese Enchiladas,Salmonella,"Overhill Farms, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm425648.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm425649.htm
"Wed, 03 Dec 2014 00:00:00 -0500",Lakeland Animal Nutrition,Horse feed,May contain monensin and lasalocid,Lakeland Animal Nutrition,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm425713.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm425716.htm
"Mon, 01 Dec 2014 13:50:00 -0500",Whole Foods Market,Tarte Aux Pommes,Undeclared almonds,Whole Foods Market,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm425209.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm425211.htm
"Mon, 01 Dec 2014 00:00:00 -0500",Ciao Bella,Dark Cocoa Sorbetto,Undeclared Dairy,"House of Flavors, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm425877.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm425936.htm
"Wed, 26 Nov 2014 21:41:00 -0500",Whole Foods,Vegan Pumpkin Pie,Undeclared Walnuts,Whole Foods Market,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm425034.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm425036.htm
"Wed, 26 Nov 2014 00:00:00 -0500",Heart Sync,Multi-function Defibrillation Electrodes,Electrodes will not connect with Philips FR3 or FRx AED units.,Heart Sync Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm425536.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm425545.htm
"Tue, 25 Nov 2014 00:00:00 -0500",CONMED,(CONMED) PadPro and R2 Multi-function Defibrillation Electrodes,Due to a connector compatibility issue with Philips FR3 and FRx Defibrillator Units.,CONMED Corporation,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm424871.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm424877.htm
"Mon, 24 Nov 2014 18:17:00 -0500",EVO,Pet Food,Insufficient levels of vitamins and excess minerals,Natura Pet Products,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm424607.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm424608.htm
"Mon, 24 Nov 2014 09:56:00 -0500",North Star,"Gabapentin Capsules, USP 300mg",Empty capsules,"Aurobindo Pharma USA, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm424470.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm424475.htm
"Mon, 24 Nov 2014 00:00:00 -0500",Henry&#39;s Farm,Soybean Sprouts,Listeria monocytogenes,"Henry’s Farm, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm424846.htm,
"Mon, 24 Nov 2014 00:00:00 -0500",Private Selection,Denali Extreme Moose Tracks Ice Cream,Undeclared Peanuts,The Kroger Co.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm424883.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm424893.htm
"Fri, 21 Nov 2014 21:52:00 -0500",Flying Cow Creamery,Whole milk yogurt,May not have been adequately pasteurized,Flying Cow Creamery,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm424411.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm424412.htm
"Fri, 21 Nov 2014 00:00:00 -0500",Kozy Shack Simply Well,Chocolate pudding cups,Undeclared milk and product lacks complete labeling,"Kozy Shack Enterprises, LLC",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm424272.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm424275.htm
"Fri, 21 Nov 2014 00:00:00 -0500",Customed,Sterile Convenience Surgical Kits,Potential package integrity defect that may compromise the sterility of the product,"Customed, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm424718.htm,
"Thu, 20 Nov 2014 00:00:00 -0500",Baxter,"Potassium Chloride Injection, 10 mEq per 100 mL",Mislabeling of the overpouch,Baxter International Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm424248.htm,
"Thu, 20 Nov 2014 00:00:00 -0500",Vinacafe,Wake Up Weasel Instant Coffee mix 3-in-1,Undeclared Milk and Soy Allergen,Evershing International Trading,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm424138.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm424139.htm
"Wed, 19 Nov 2014 15:57:00 -0500",Forever Beautiful,Dietary Supplement,Unapproved new drug,"REFA Enterprises, LLC",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm423908.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm423910.htm
"Tue, 18 Nov 2014 00:00:00 -0500",Acme,Smoked Nova Salmon,Listeria monocytogenes,Acme Smoked Fish Corporation,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm424832.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm424833.htm
"Mon, 17 Nov 2014 00:00:00 -0500",ABC Dophilus Powder,Dietary Supplement,Contains Rhizopus oryzae,"Solgar, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm423219.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm423220.htm
"Fri, 14 Nov 2014 19:44:00 -0500",Ortega and Las Palmas,"Taco seasoning mix, taco sauce and more",Undeclared peanut and almond,B&amp;G Foods,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2015/ucm423216.htm,
"Fri, 14 Nov 2014 18:09:00 -0500",HyVee Mozzarella Cheese Sticks,HyVee Mozzarella Cheese Sticks,"Undeclared soy flour, yellow #5 and yellow #6","Great American Appetizers, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm423211.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm423213.htm
"Fri, 14 Nov 2014 17:04:00 -0500",Mayhem dietary supplement capsules,Dietary Supplement,Unapproved new drug,Chaotic Labz,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm423203.htm,
"Fri, 14 Nov 2014 16:50:00 -0500","Children’s Medical Ventures, LLC",Gel-E Donut gel pillow &amp; Squishon 2 gel cushion,Potential mold contamination,"Children’s Medical Ventures, LLC",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm423199.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm423202.htm
"Fri, 14 Nov 2014 00:00:00 -0500",Eco-Farmed and Organic Brown Rice Flour,Brown Rice Flour,Salmonella,Lundberg Family Farms,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm423223.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm423224.htm
"Fri, 07 Nov 2014 22:47:00 -0500",Whole Foods market,Organic Raw Almonds,Possibly contain elevated levels of naturally occurring hydrogen cyanide,"Marin Foods Specialties, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm422431.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm422432.htm
"Thu, 06 Nov 2014 16:27:00 -0500",Schwartz Brothers Bakery,Everything Bagels,Undeclared milk,Schwartz Brothers Bakery,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm422236.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm422238.htm
"Tue, 04 Nov 2014 00:00:00 -0500",Lacteos Santa Martha,Cheeses en Inglés,Listeria monocytogenes,"Oasis Brands, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm419283.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm419285.htm
"Tue, 04 Nov 2014 00:00:00 -0500",Lacteos Santa Martha,Cheeses en Español,Listeria monocytogenes,"Oasis Brands, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm421965.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm419285.htm
"Mon, 03 Nov 2014 00:00:00 -0500",Laxmi Nutkhhat Golden Raisins,Flavored raisins,Undeclared Sulfites,House of Spices Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm421978.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm421979.htm
"Sun, 02 Nov 2014 00:00:00 -0400",Wawa,Garden Rotini Salad,"Undeclared fish, wheat, and egg","Taylor Farms New Jersey, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm421579.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm421585.htm
"Fri, 31 Oct 2014 21:54:00 -0400","Shurfine, Western Family, HyVee, Market Pantry, Pearâ€™s Gourmet, Cash-Wa Distributing, Pegler Sysco, Mayan Gold",Macadamia nuts,Salmonella contamination,"Marathon Ventures, Inc",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm421435.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm421928.htm
