Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info,More Code Info
"Food","No","","70059","Terminated","The Santa Barbara Smokehouse, Inc.","312 N Nopal St","","Santa Barbara","CA","	93103-3225","United States","Voluntary: Firm initiated","E-Mail","All products were sold to distributors located within the U.S. (CA, TX, AZ, NV, OR, NY, IL).  Distributors sells these products to food service facilities.  Some of these food service facilities provide food for airlines.  The firm confirmed that none of the products were sold as retail packs/sold as is directly to consumers.","F-2270-2015","Class I","Cambridge House  Balmoral  Thinly Sliced Exceptional Ready to Enjoy  Smoked Salmon  Keep Refrigerated at 38 or below  Ingredients  Atlantic Salmon, Salt, Sugar, and Oakwood Smoke  Produced By:  The Santa Barbara Smokehouse  312 N. Nopal  Santa Barbara, CA 93103  www.sbsmokehouse.com    Coastal Harbor  by The Santa Barbara Smokehouse  Smoked Atlantic Salmon  Keep Refrigerated at 38 or below  Ingredients  Atlantic Salmon, Salt, Sugar, and Oakwood Smoke  Produced By:  The Santa Barbara Smokehouse  312 N. Nopal  Santa Barbara, CA 93103  www.sbsmokehouse.com    Products are distributed either refrigerated or frozen.  All products are packaged in reduced oxygen packaging (ROP).  Net weight appears to vary per package.  Products are priced per weight.","Batch 6549: 2,224 lbs. and Batch 8589: 1,188.44 lbs.","The firm was notified by two customers of two lot/batch numbers testing positive for Listeria monocytogenes which is an organism that can cause serious and sometimes fatal infections in young children, frail or elderly people, and others with weakened immune systems.  Although healthy individuals may suffer only short-term symptoms such as high fever, severe headache, stiffness, nausea, abdominal","11/28/2014","05/12/2015","12/15/2015","05/20/2015","Batch Numbers: 8589 and 6549  6549  August 18 2014 Use By 09-16-14  8589  September 18/19 2014 Use By 09-15-15     Products that are frozen have a more extended shelf-life/use by date."
"Food","No","","70789","Terminated","Aurora Products, Inc.","205 Edison Rd","","Orange","CT","	06477-3665","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product shipped to distributors in the following states: NY, CT, NH, RI, MA, CA, MD, ME, MN, PA and Nationwide through retail stores. Canada:  Winners, HomeSense and Marshalls stores  Bermuda","F-2261-2015","Class I","6  Section Nut Tray Assortment: Aurora, 26 oz. Plastic Tray, UPC: 65585200145; Food Emporium Brand, 26 oz. Plastic Tray, UPC: 1119079012  ","78.6 lbs","Salmonella","03/20/2015","05/12/2015","08/17/2015","05/20/2015","Best if used by date range: 11/6/15  12/10/15"
"Food","No","","70789","Terminated","Aurora Products, Inc.","205 Edison Rd","","Orange","CT","	06477-3665","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product shipped to distributors in the following states: NY, CT, NH, RI, MA, CA, MD, ME, MN, PA and Nationwide through retail stores. Canada:  Winners, HomeSense and Marshalls stores  Bermuda","F-2262-2015","Class I","Cranberry Health Mix:  America Choice, 16 oz. Plastic Pouch, UPC: 75480779046; Aurora , 9.25 oz. Plastic Cup, UPC: 65585200288; Aurora , 10.0 oz. Pillow Pouch, UPC: 65585200826; Aurora, 16.0 oz. Plastic Pouch, UPC: 65585200827, Aurora , 18 oz. Plastic Pouch	, NO UPC; Aurora , 21 oz. Plastic Cup, UPC: 65585200585; Aurora , 4.5 oz. Single Serve, UPC: 65585200208; Aurora, 1.35 oz. Single Serve, UPC: 65585200574; Aurora 	Bulk, NO UPC; Belmont Market , 9.25 oz. Plastic Cup, UPC: 65585200288; Belmont Market, 21 oz. Plastic Cup, UPC: 65585200585; Citarella Brand Products, 9.25 oz. Plastic Cup, UPC: 79084505949; Citarella Brand Products, Bulk, NO UPC; Food Emporium Brand Products, 7.5 oz. Gift Bag, UPC: 1119079044; Food Emporium Brand Products, 21 oz. Plastic Cup, UPC: 1119079010; Gauls Market Brand Products, 9.25 oz. Plastic Cup, UPC: 65585200288, Gauls Market Brand Products, 21 oz. Plastic Cup, UPC: 65585200585; Giant Carlisle Food Store, 21 oz. Plastic Cup, UPC: 68826713692; Giant Carlisle Food Store, 9.25 oz. Plastic Cup, UPC: 68826714713; Giant of Maryland, 21 oz. Plastic Cup, UPC: 68826713692; Giant of Maryland, 9.25 oz. Plastic Cup, UPC: 68826714713; Gourmet Garage, 9.25 oz. Plastic Cup, UPC: 79084505949; Gourmet Garage, 21 oz. Plastic Cup, UPC: 79084505603; Green Hills Market, 9.25 oz. Plastic Cup, UPC: 65585200288; Green Hills Market, 21 oz. Plastic Cup, UPC: 65585200585; Harvest Co  Op Market , 9.25 oz. Plastic Cup, UPC: 65585200288; Hurley Ridge 9.25 oz. Plastic Cup, UPC: 65585200288; Hurley Ridge, 21 oz. Plastic Cup, UPC: 65585200585; Lees Market, 9.25 oz. Plastic Cup, UPC: 65585200288; Lees Market, 21 oz. Plastic Cup, UPC: 65585200585; Martins Food, 21 oz. Plastic Cup, UPC: 68826713692; Martins Food, 9.25 oz. Plastic Cup, UPC: 68826714713; Miles Market, 9.25 oz. Plastic Cup, UPC: 65585200288; Stop & Shop, 21 oz. Plastic Cup, UPC: 68826713692; Stop & Shop, 9.25 oz. Plastic Cup, UPC: 68826714713; Union Market	, 9.25 oz. Plastic Cup, UPC: 65585200288; Whole Foods Market , 9.25 oz. Plastic Cup, UPC: 65585200288; Whole Foods Market , 21 oz. Plastic Cup, UPC: 65585200585; Wild Acorns , 9.25 oz. Plastic Cup, UPC: 81957401025; Wild Acorns, 16.0 oz. Plastic Pouch, UPC: 81957401114; Wild By Nature Brand Products, 9.25 oz. Plastic Cup, UPC: 65585270288; Windfall Market, 9.25 oz. Plastic Cup, UPC: 65585200288; Hannaford, 9.25 oz. Plastic Cup, 72543994563  ","124,572.7 lbs","Salmonella","03/20/2015","05/12/2015","08/17/2015","05/20/2015","Best if used by date range: 10/30/15  12/13/15 and 12/16/2015"
"Food","No","","70789","Terminated","Aurora Products, Inc.","205 Edison Rd","","Orange","CT","	06477-3665","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product shipped to distributors in the following states: NY, CT, NH, RI, MA, CA, MD, ME, MN, PA and Nationwide through retail stores. Canada:  Winners, HomeSense and Marshalls stores  Bermuda","F-2263-2015","Class I","Forest Bounty Grail Mix: Aurora, 13 oz. Plastic Cup, UPC: 65585200571; Aurora,  13 oz. Plastic Pouch, UPC: 65585200290; Aurora, 17.5 oz. Plastic Cup, UPC: 65585200496  ","13267.2 lbs","Salmonella","03/20/2015","05/12/2015","08/17/2015","05/20/2015","Best if used by date range: 10/28/15  12/13/15"
"Food","No","","70789","Terminated","Aurora Products, Inc.","205 Edison Rd","","Orange","CT","	06477-3665","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product shipped to distributors in the following states: NY, CT, NH, RI, MA, CA, MD, ME, MN, PA and Nationwide through retail stores. Canada:  Winners, HomeSense and Marshalls stores  Bermuda","F-2264-2015","Class I","Raisin Nut Party Mix: Aurora, 11.0 oz. Plastic Cup, UPC: 65585200094; Ernest Klein, 11.0 oz. Plastic Cup, UPC: 65585200094, Food Emporium Brand Products, 7.5 oz. Gift Bag, UPC: 1119079050; Gauls Market Brand Products, 11.0 oz. Plastic Cup, UPC: 65585200094; Harvest Co  Op Market, 11.0 oz. Plastic Cup, UPC: 65585200094; Hurley Ridge, 11.0 oz. Plastic Cup, UPC: 65585200094; Wild Acorns, 11.0 oz. Plastic Cup, UPC: 81957401031","129.3 lbs","Salmonella","03/20/2015","05/12/2015","08/17/2015","05/20/2015","Best if used by date range: 11/10/15  12/10/15"
"Food","No","","70789","Terminated","Aurora Products, Inc.","205 Edison Rd","","Orange","CT","	06477-3665","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product shipped to distributors in the following states: NY, CT, NH, RI, MA, CA, MD, ME, MN, PA and Nationwide through retail stores. Canada:  Winners, HomeSense and Marshalls stores  Bermuda","F-2265-2015","Class I","Roasted Mixed Nuts No Salt: Gourmet Garage, 9 oz. Plastic Cup, UPC: 79084506010; Hannaford, 9.0 oz. Plastic Cup, UPC: 72543994507    ","5430.2 lbs","Salmonella","03/20/2015","05/12/2015","08/17/2015","05/20/2015","Best if used by date range: 11/10/15  12/19/15"
"Food","No","","70789","Terminated","Aurora Products, Inc.","205 Edison Rd","","Orange","CT","	06477-3665","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product shipped to distributors in the following states: NY, CT, NH, RI, MA, CA, MD, ME, MN, PA and Nationwide through retail stores. Canada:  Winners, HomeSense and Marshalls stores  Bermuda","F-2266-2015","Class I","San Fernando Sunshine Mix: Gourmet Garage, 11 oz. Plastic Cup, UPC: 79084505936","84.0 pounds","Salmonella","03/20/2015","05/12/2015","08/17/2015","05/20/2015","Best if used by date range: 11/10/15  12/19/15"
"Food","No","","70789","Terminated","Aurora Products, Inc.","205 Edison Rd","","Orange","CT","	06477-3665","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product shipped to distributors in the following states: NY, CT, NH, RI, MA, CA, MD, ME, MN, PA and Nationwide through retail stores. Canada:  Winners, HomeSense and Marshalls stores  Bermuda","F-2267-2015","Class I","Deluxe Mixed Nuts with Sea Salt: Aurora, Bulk; Gourmet Garage,  9 oz. Plastic Cup, UPC: 79084505945	","680.2 lbs","Salmonella","03/20/2015","05/12/2015","08/17/2015","05/20/2015","Best if used by date range: 11/18/15  12/19/15"
"Food","No","","70789","Terminated","Aurora Products, Inc.","205 Edison Rd","","Orange","CT","	06477-3665","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product shipped to distributors in the following states: NY, CT, NH, RI, MA, CA, MD, ME, MN, PA and Nationwide through retail stores. Canada:  Winners, HomeSense and Marshalls stores  Bermuda","F-2268-2015","Class I","Deluxe Mixed Nuts No Salt: Aurora, Bulk, NO UPC	","775 lbs","Salmonella","03/20/2015","05/12/2015","08/17/2015","05/20/2015","Best if used by date range: 11/18/15  12/19/15"
"Food","No","","70789","Terminated","Aurora Products, Inc.","205 Edison Rd","","Orange","CT","	06477-3665","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product shipped to distributors in the following states: NY, CT, NH, RI, MA, CA, MD, ME, MN, PA and Nationwide through retail stores. Canada:  Winners, HomeSense and Marshalls stores  Bermuda","F-2269-2015","Class I","Roasted Salt Mixed Nuts: Aurora, 4.5 oz. Plastic Pouch, UPC: 65585200252; Aurora, 20 oz. Plastic Tub, UPC: 65585200340; Aurora, 10 oz. Plastic Pouch, UPC: 65585200804, Aurora, Bulk, No UPC, Belmont Market, 20 oz. Plastic Tub, UPC: 65585200340, Food Emporium Brand Products, 6.5 oz. Gift Bag, UPC: 1119079042; Food Emporium Brand Products, 20 oz. Plastic Tub, UPC: 1119079095, Gauls Market Brand Products, 20 oz. Plastic Tub, UPC: 65585200340; Giant Carlisle Food Store, 9.0 oz. Plastic Cup, UPC: 68826714736; Giant of Maryland, 9.0 oz. Plastic Cup, UPC: 68826714736;   Martins Food, 9.0 oz. Plastic Cup, UPC: 68826714736; Stop&Shop, 9.0 oz. Plastic Cup, UPC:  68826714736; Aurora, 9.0 oz. Plastic Cup, UPC: 65585200084; Ernest Klein, 9.0 oz. Plastic Cup, UPC: 65585200084; Gauls Market Brand Products, 9.0 oz. Plastic Cup, UPC: 65585200084; Harvest Co  Op Market, 9.0 oz. Plastic Cup, UPC: 65585200084; Hurley Ridge, 9.0 oz. Plastic Cup, UPC: 65585200084	11/4/15  12/13/15  Palmers Market 	Roasted Salt Mixed Nuts 	9.0 oz. Plastic Cup	65585200084	11/4/15  12/13/15  Wild Acorns 	Roasted Salt Mixed Nuts 	9.0 oz. Plastic Cup	81957401052	11/4/15  12/13/15  Wild By Nature Brand Products	Roasted Salt Mixed Nuts 	9.0 oz. Plastic Cup	65585270084	11/4/15  12/10/15; Gourmet Garage, 9 oz. Plastic Cup, UPC: 79084505922; Gourment Garage, 20 oz. Plastic Tub, UPC: 79084505842  ","8362.4","Salmonella","03/20/2015","05/12/2015","08/17/2015","05/20/2015","Best if used by date range: 11/18/15  12/19/15"
"Food","No","","70794","Terminated","Texas Star Nut and Food Co., Inc.","206 Market Ave","","Boerne","TX","	78006-3003","United States","Voluntary: Firm initiated","Press Release","Texas","F-2284-2015","Class I","Nature's Eats Natural Macadamia Nuts NET WT 6 oz. (170g) in clear cello bags, UPC: 8-32112-00912-7;  Central Market Macadamia Nuts NET WT 6 oz. (170g) in clear cello bags, UPC: 8-32112-00820-5","753 cases (12-6 oz bags per case)","Product found positive for Salmonella.","03/20/2015","05/13/2015","06/01/2015","05/20/2015","Nature's Eats Lot Code: 31435001 BEST BY 23DEC15; 35014001 BEST BY 06JAN16; 35352001 BEST BY 26JAN16; 31133001 BEST BY 12DEC15.  Macadamia Nuts Lot Code: 35090001 BEST BY 08JAN16; 35699001 BEST BY 17FEB16"
"Food","No","","70794","Terminated","Texas Star Nut and Food Co., Inc.","206 Market Ave","","Boerne","TX","	78006-3003","United States","Voluntary: Firm initiated","Press Release","Texas","F-2285-2015","Class I","Nature's Eats Mustang Island Macadamia Sunrise NET WT 14 oz. (397g) Trail Mixes in clear cello bags, UPC: 8-32112-00363-7","235 cases (12 bags per case)","Product found positive for Salmonella.","03/20/2015","05/13/2015","06/01/2015","05/20/2015","Lot Code: 35168001 BEST BY 15JAN16; 35542001 BEST BY 06FEB16; 35337001 BEST BY 26JAN16"
"Food","No","","70935","Terminated","World Wide Gourmet Foods, Inc. dba Alaska Smokehouse","21616 87th AveSE","","Woodinville","WA","	98072-8017","United States","Voluntary: Firm initiated","Telephone","Distributed in Texas only","F-2256-2015","Class I","Central Market Teriyaki Salmon Jerky,  3 oz. per plastic retail pouch.     The front label is correctly identified as Teriyaki Salmon Jerky, but the back side was mis-labeled as Smoked Salmon Jerky with the UPC 0 41220 34270 9.","2916 packages (3 oz. per package)","Central Market Teriyaki Salmon Jerkey is recalled due to undeclared soy and wheat.","04/07/2015","05/12/2015","07/13/2015","05/20/2015","Best by Date: 08/25/2015"
"Food","No","","70966","Terminated","Kanan Enterprises, Inc.","31900 Solon Rd","","Solon","OH","	44139-3536","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product was distributed in OH & NY.","F-2198-2015","Class I","Peterson's Macadamias Net Wt 16 oz. (454g) King Nut Companies Solon, OH 44139 www.petersonsnuts.com INGREDIENTS: Macadamia Nuts, Peanut and/or Canola Oil, Salt. 0 74870 10365 9","176/16 oz pkgs (Roasted); 2/25 lb boxes (Roasted)","The firm was notified by their supplier that the product test positive for Salmonella","04/03/2015","05/08/2015","09/16/2015","05/20/2015","25 Lb box (Roasted Salted) Code = Item # 00265 - K/N Lot # 5022-1; 16 oz bag Peterson (Roasted Salted) Unit Code = item # 7610365 - K/N Lot # 4330 1; 4364 2; 5013 1    25 Lb box (Roasted Salted) Code = Item # 00265 - K/N Lot # 5022-1"
"Food","No","","70973","Terminated","Cleveland Crops Food Innovation Center","5320 Standard Avenue","","Cleveland","OH","	44103","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product was only distributed in OH.","F-2207-2015","Class I","Cleveland Crops Chili Cheezy Kale Chips Made with 100% Dehydrated Raw Kale, Raw, Gluten Free, Vegan, No Preservatives FRESH PRODUCE NO SUGAR ADDED  CUYAHOGA COUNTY Board of Developmental Disabilities INGREDIENTS Raw Dehydrated Kale, Tomatoes, Lemon Juice, Chili Powder, Garlic Powder, Onion Powder, Sea Salt. NT WT 2 OZ (56.7) 8 58736 00504 8","8 cs/6/2 oz bags","The firm was notified by the Ohio Department of Agriculture that they failed to list Raw Cashews in their ingredient statement.","04/02/2015","05/08/2015","06/23/2015","05/20/2015","No codes on product"
