Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info,More Code Info
"Food","No","","72034","Terminated","Tasty Delicious Bakery Inc.","9211 Ditmas Ave","","Brooklyn","NY","	11236-1711","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","New York, New Jersey","F-1524-2017","Class I","TASTY DELICIOUS brand Sugar Bun, Net Wt. 227 Grams (8 Ounces), UPC Code 8 59253 0045 7","Unknown","The product contained undeclared eggs, FD&C Yellow # 5 and FD&C Red # 40 based on sampling and analysis by New York State Department of Agriculture and Markets, plus undeclared milk based on FDA document review.","07/07/2015","02/27/2017","02/27/2017","03/08/2017","Uncoded"
"Food","No","","76035","Terminated","Altijira Murray Products, LLC","675 E Santa Clara St Unit 2087","","Ventura","CA","	93002-7115","United States","Voluntary: Firm Initiated","Press Release","U.S. distribution to the following; CA, NY.    No foreign distribution.","F-1538-2017","Class I","foxy's rather thoughtful vanilla  1 Pint","400 cases (total)","Potential Listeria monocytogenes contamination.","12/20/2016","02/24/2017","03/30/2017","03/08/2017","Best By: March 17th 2017, March 18th 2017, March 19th 2017, March 20th 2017"
"Food","No","","76035","Terminated","Altijira Murray Products, LLC","675 E Santa Clara St Unit 2087","","Ventura","CA","	93002-7115","United States","Voluntary: Firm Initiated","Press Release","U.S. distribution to the following; CA, NY.    No foreign distribution.","F-1539-2017","Class I","foxy's oregon cherry vanilla  1 Pint","400 cases (total)","Potential Listeria monocytogenes contamination.","12/20/2016","02/24/2017","03/30/2017","03/08/2017","Best By: March 17th 2017, March 18th 2017, March 19th 2017, March 20th 2017"
"Food","No","","76035","Terminated","Altijira Murray Products, LLC","675 E Santa Clara St Unit 2087","","Ventura","CA","	93002-7115","United States","Voluntary: Firm Initiated","Press Release","U.S. distribution to the following; CA, NY.    No foreign distribution.","F-1540-2017","Class I","foxy's california pistachio  1 Pint","400 cases (total)","Potential Listeria monocytogenes contamination.","12/20/2016","02/24/2017","03/30/2017","03/08/2017","Best By: March 17th 2017, March 18th 2017, March 19th 2017, March 20th 2017"
"Food","No","","76035","Terminated","Altijira Murray Products, LLC","675 E Santa Clara St Unit 2087","","Ventura","CA","	93002-7115","United States","Voluntary: Firm Initiated","Press Release","U.S. distribution to the following; CA, NY.    No foreign distribution.","F-1541-2017","Class I","foxy's rocky road less travelled  1 Pint","400 cases (total)","Potential Listeria monocytogenes contamination.","12/20/2016","02/24/2017","03/30/2017","03/08/2017","Best By: March 17th 2017, March 18th 2017, March 19th 2017, March 20th 2017"
"Food","No","","76035","Terminated","Altijira Murray Products, LLC","675 E Santa Clara St Unit 2087","","Ventura","CA","	93002-7115","United States","Voluntary: Firm Initiated","Press Release","U.S. distribution to the following; CA, NY.    No foreign distribution.","F-1542-2017","Class I","foxy's uncle mike's double chocolate  1 Pint","400 cases (total)","Potential Listeria monocytogenes contamination.","12/20/2016","02/24/2017","03/30/2017","03/08/2017","Best By: March 17th 2017, March 18th 2017, March 19th 2017, March 20th 2017"
"Food","No","","76035","Terminated","Altijira Murray Products, LLC","675 E Santa Clara St Unit 2087","","Ventura","CA","	93002-7115","United States","Voluntary: Firm Initiated","Press Release","U.S. distribution to the following; CA, NY.    No foreign distribution.","F-1543-2017","Class I","foxy's salted caramel and english toffee  1 Pint","400 cases (total)","Potential Listeria monocytogenes contamination.","12/20/2016","02/24/2017","03/30/2017","03/08/2017","Best By: March 17th 2017, March 18th 2017, March 19th 2017, March 20th 2017"
"Drugs","No","","76109","Terminated","Pacific Medical Solutions","13967 Campo Rd Ste 102","","Jamul","CA","	91935-3232","United States","Voluntary: Firm Initiated","Letter","Nationwide in the United States and Mexico","D-0505-2017","Class I","Nano PNC Water, packaged in amber glass bottles, Rx only, ICRPstudy.com, Immune Cellular Restoration Program.","","Marketed without an Approved NDA/ANDA and non-sterility:  NANO PNC Water by nebulizer was sampled and found to contain variovorax paradoxus.","12/13/2016","03/01/2017","03/28/2017","03/08/2017","None"
"Food","No","","76215","Terminated","Chip'n Dipped","342 New York Ave","","Huntington","NY","	11743-3567","United States","Voluntary: Firm Initiated","Press Release","Ten (10) retail store chains in NY, PA and MA","F-1515-2017","Class I","DARK CRUNCH Chip 'n Dipped Chocolatier DARK CHOCOLATE CRUNCH, NET WT. 2.9oz 82g, UPC 892470002246","30 boxes/12bars","Presence of Undeclared Milk Allergen","01/10/2017","02/24/2017","06/25/2018","03/08/2017","Lot# 1100524, 100506 and 1100483 are stamped on the back of the packaging box, individual units are unmarked."
"Food","No","","76215","Terminated","Chip'n Dipped","342 New York Ave","","Huntington","NY","	11743-3567","United States","Voluntary: Firm Initiated","Press Release","Ten (10) retail store chains in NY, PA and MA","F-1516-2017","Class I","63% CACAO DARK Chip 'n Dipped Chocolatier 63% CACAO DARK CHOCOLATE, NET WT. 2.9oz 82g, UPC 892470002161","8 boxes/16 units","Presence of Undeclared Milk Allergen","01/10/2017","02/24/2017","06/25/2018","03/08/2017","Lot# 1100501 & 1100536 are stamped on the back of the packaging box, individual units are unmarked."
"Food","No","","76215","Terminated","Chip'n Dipped","342 New York Ave","","Huntington","NY","	11743-3567","United States","Voluntary: Firm Initiated","Press Release","Ten (10) retail store chains in NY, PA and MA","F-1517-2017","Class I","MARSHMALLOW SUNDAE, Chip 'n Dipped Chocolatier DARK CHOCOLATE MARSHMALLOW SUNDAE, NET WT. 3.1oz 88g, UPC 892470002611","8 boxes/12 units","Presence of Undeclared Milk Allergen","01/10/2017","02/24/2017","06/25/2018","03/08/2017","Lot numbers: 1100498, 1100513, 1100505 & 1100530 are stamped on the back of the packaging box, individual units are unmarked."
"Food","No","","76215","Terminated","Chip'n Dipped","342 New York Ave","","Huntington","NY","	11743-3567","United States","Voluntary: Firm Initiated","Press Release","Ten (10) retail store chains in NY, PA and MA","F-1518-2017","Class I","DARK PRETZEL 63% CACAO, Chip 'n Dipped Chocolatier, CRISP & SALTY DARK CHOCOLATE PRETZEL, NET WT. 2.9oz 82g, UPC 892470002222","8 boxes/12 units","Presence of Undeclared Milk Allergen","01/10/2017","02/24/2017","06/25/2018","03/08/2017","Lot numbers: 1100489, 1100512 & 1100531 are stamped on the back of the packaging box, individual units are unmarked."
"Food","No","","76215","Terminated","Chip'n Dipped","342 New York Ave","","Huntington","NY","	11743-3567","United States","Voluntary: Firm Initiated","Press Release","Ten (10) retail store chains in NY, PA and MA","F-1519-2017","Class I","DARK ALMOND 63% CACAO, Chip 'n Dipped Chocolatier, DARK SEA SALTED ALMOND, NET WT. 3.0oz 85g, UPC 892470002185","25 boxes/12 units","Presence of Undeclared Milk Allergen","01/10/2017","02/24/2017","06/25/2018","03/08/2017","Lot Numbers: 1100519, 1100518, 1100535 & 1100526 are stamped on the back of the packaging box, individual units are unmarked."
"Food","No","","76215","Terminated","Chip'n Dipped","342 New York Ave","","Huntington","NY","	11743-3567","United States","Voluntary: Firm Initiated","Press Release","Ten (10) retail store chains in NY, PA and MA","F-1520-2017","Class I","HOT 63% CACAO, Chip 'n Dipped Chocolatier, HOT DARK CHOCOLATE with HABANERO PEPPER, NET WT. 2.8oz 79g, UPC 892470002581","2 boxes/12 units","Presence of Undeclared Milk Allergen","01/10/2017","02/24/2017","06/25/2018","03/08/2017","Lot Number: 1100490 are stamped on the back of the packaging box, individual units are unmarked."
"Food","No","","76215","Terminated","Chip'n Dipped","342 New York Ave","","Huntington","NY","	11743-3567","United States","Voluntary: Firm Initiated","Press Release","Ten (10) retail store chains in NY, PA and MA","F-1521-2017","Class I","72% CACAO DARK, Chip 'n Dipped Chocolatier extra dark 72% DARK CHOCOLATE, NET WT. 2.8oz 79g, UPC 89247002338","9 boxes/16 units","Presence of Undeclared Milk Allergen","01/10/2017","02/24/2017","06/25/2018","03/08/2017","Lot Numbers: 1100515 & 1100516 are stamped on the back of the packaging box, individual units are unmarked."
"Food","No","","76215","Terminated","Chip'n Dipped","342 New York Ave","","Huntington","NY","	11743-3567","United States","Voluntary: Firm Initiated","Press Release","Ten (10) retail store chains in NY, PA and MA","F-1522-2017","Class I","86% CACAO DARK, Chip 'n Dipped Chocolatier super smooth 86% DARK CHOCOLATE, NET WT. 2.8oz 79g, UPC 892470002345","5 boxes/16 units","Presence of Undeclared Milk Allergen","01/10/2017","02/24/2017","06/25/2018","03/08/2017","Lot Numbers: 1100534, 1100533 & 1100532 are stamped on the back of the packaging box, individual units are unmarked."
"Food","No","","76287","Terminated","ADM Milling Co.","1300 W Carroll Ave","","Chicago","IL","	60607-1118","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","IL, IN","F-1531-2017","Class I","ADM Polar Bear Flour, Bleached/Enriched, NET WT 50LB","25,000 LBS","Product sample tested positive for salmonella.","01/18/2017","02/24/2017","02/25/2019","03/08/2017","Lot #6355CG1/ Product #710220"
"Food","No","","76324","Terminated","Fred Meyers Inc","3800 Se 22nd Ave","","Portland","OR","	97202-2918","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","distributed in Alaska, Idaho, Oregon, and Washington","F-1536-2017","Class I","Bakery Fresh Goodness Carrot Cupcakes sold in 6 ct. 12 ct. and 25 ct. hard plastic container.    Bakery Fresh Goodness Carrot Cupcakes, 6 count package, UPC 41573-27731;  Bakery Fresh Goodness Carrot Cupcakes, 12 count package, UPC 41573-27732;  Bakery Fresh Goodness Carrot Cupcakes, 25 count package, UPC 41573-27733.  ","firm reported unknown amount","Bakery Fresh Goodness Carrot Cupcakes are recalled due to undeclared milk and soy.","01/24/2017","02/24/2017","03/29/2017","03/08/2017","Sell By 1/30/17 OR BEFORE"
"Food","No","","76411","Terminated","The Kroger Co","1014 Vine St","","Cincinnati","OH","	45202-1141","United States","Voluntary: Firm Initiated","E-Mail","Product was shipped to the following states: AK, ID, OR & WA.","F-1561-2017","Class I","Fred Meyer 100% Whole Wheat Bread 16 oz plastic bag  DISTRIBUTED BY THE KROGER CO. CINCINNATI, OHIO 45202 UPC 0 11110 10294 2","7,745/16 oz loaves","During an internal investigationi at the manufacturing facility the firm discovered that hte product may contain undeclared undeclared milk.","02/06/2017","03/01/2017","07/07/2017","03/08/2017","Julian Dates: 013 THRU 036"
"Food","No","","76499","Terminated","Papa John's Salads & Produce, Inc.","859 S 86th Ave","","Tolleson","AZ","	85353-9221","United States","Voluntary: Firm Initiated","E-Mail","US: Utah and Arizona","F-1555-2017","Class I","Pepper Jack Cheese Half Moons, 15pkgs/case UPC 78279600895","9608 cases","Papa John's Salad and Produce is voluntarily recalling half-moon cheese products due to possible Listeria monocytogenes contamination.","02/15/2017","02/28/2017","03/29/2017","03/08/2017","Expiration Date 1/10/17 to 05/09/17"
"Food","No","","76499","Terminated","Papa John's Salads & Produce, Inc.","859 S 86th Ave","","Tolleson","AZ","	85353-9221","United States","Voluntary: Firm Initiated","E-Mail","US: Utah and Arizona","F-1556-2017","Class I","Monterey Jack Cheese Half Moons, 15pkgs/case UPC 78279600896","9608 cases","Papa John's Salad and Produce is voluntarily recalling half-moon cheese products due to possible Listeria monocytogenes contamination.","02/15/2017","02/28/2017","03/29/2017","03/08/2017","Expiration Date 1/10/17 to 05/09/17"
"Food","No","","76499","Terminated","Papa John's Salads & Produce, Inc.","859 S 86th Ave","","Tolleson","AZ","	85353-9221","United States","Voluntary: Firm Initiated","E-Mail","US: Utah and Arizona","F-1557-2017","Class I","Co-Jack Cheese Half Moons, 15pkgs/case UPC 78279600897","9608 cases","Papa John's Salad and Produce is voluntarily recalling half-moon cheese products due to possible Listeria monocytogenes contamination.","02/15/2017","02/28/2017","03/29/2017","03/08/2017","Expiration Date 1/10/17 to 05/09/17"
"Food","No","","76499","Terminated","Papa John's Salads & Produce, Inc.","859 S 86th Ave","","Tolleson","AZ","	85353-9221","United States","Voluntary: Firm Initiated","E-Mail","US: Utah and Arizona","F-1558-2017","Class I","Colby Cheese Half Moons, 15pkgs/case UPC 78279600898","9608 cases","Papa John's Salad and Produce is voluntarily recalling half-moon cheese products due to possible Listeria monocytogenes contamination.","02/15/2017","02/28/2017","03/29/2017","03/08/2017","Expiration Date 1/10/17 to 05/09/17"
"Food","No","","76502","Terminated","Snak King Corporation","16150 E. Stephens St","","City Of Industry","CA","	91745-1718","United States","Voluntary: Firm Initiated","Letter","US (Florida, Atlanta, CA)","F-1554-2017","Class I","Cashew Clusters 32 oz","25632 units","Snak King is recalling cashew clusters because it may be contaminated with Salmonella.","02/15/2017","02/28/2017","04/13/2017","03/08/2017","Lot 5352533:  Date code on bag 8/30/17  Lot 5353827: Date code on bag 8/31/17  Lot 5354506: Date code on bag 8/31/17  Lot 5355694: Date code on bag 9/1/17  Lot 5355670: Date code on bag 9/1/17  Lot 5356902: Date code on bag 9/2/17"
"Food","No","","76520","Terminated","Sunrise Growers, Inc","701 W Kimberly Ave","","Placentia","CA","	92870-6342","United States","Voluntary: Firm Initiated","E-Mail","CA","F-1562-2017","Class I","Organic IQF Dark Sweet Cherries, 900 cartons per lot","1800 cases","Sunrise Growers is recalling organic IQF Dark Sweet Cherries due to possible Listeria monocytogenes contamination.","02/17/2017","03/02/2017","06/14/2017","03/08/2017","SWCB62071 PTR160495-28  SWCB62072 PTR160495-28"
"Veterinary","No","","74972","Terminated","Cargill, Inc         Corporate Headquarters","15407 Mcginty Rd W","","Wayzata","MN","	55391-2365","United States","Voluntary: Firm Initiated","Telephone","Recalled product was distributed to customers in AR, IA, IL, KS, MA, MO, MS, NH, NY, OK, TN, and VT.","V-0066-2017","Class II","FortiGraze 3 (CTC6000) (MC) MEDICATED, product code 151706-C, Type C medicated feed packaged in 50lb bags, strength of CTC is 3.0g/lb, label states: Manufactured for: Livestock Nutrition Center 409 Shepard St. Chickasha, OK 73018","318 bags","Feed was manufactured without the correct amount of chlortetracycline (CTC), difubenzuron, and/or (S)-Methoprene added and some products are subpotent and others are superpotent.","06/23/2016","02/28/2017","11/09/2018","03/08/2017","Lot number 6161335507, manufactured on 12MAY16"
"Veterinary","No","","74972","Terminated","Cargill, Inc         Corporate Headquarters","15407 Mcginty Rd W","","Wayzata","MN","	55391-2365","United States","Voluntary: Firm Initiated","Telephone","Recalled product was distributed to customers in AR, IA, IL, KS, MA, MO, MS, NH, NY, OK, TN, and VT.","V-0067-2017","Class II","Right Now Emerald Fly (C1.4) (MC) MEDICATED, product code 55103-AL, Type C medicated feed packaged in 50lb bags, strength of CTC is 1.4g/lb and strength of S-Methoprene is 95.24g/ton, most responsible firm name on the label is: Cargill Animal Nutrition General Office Minneapolis, MN 55440, www.cargillanimalnutrition.com","395 bags","Feed was manufactured without the correct amount of chlortetracycline (CTC), difubenzuron, and/or (S)-Methoprene added and some products are subpotent and others are superpotent.","06/23/2016","02/28/2017","11/09/2018","03/08/2017","Lot number 6161445602, manufactured on 23MAY16"
"Veterinary","No","","74972","Terminated","Cargill, Inc         Corporate Headquarters","15407 Mcginty Rd W","","Wayzata","MN","	55391-2365","United States","Voluntary: Firm Initiated","Telephone","Recalled product was distributed to customers in AR, IA, IL, KS, MA, MO, MS, NH, NY, OK, TN, and VT.","V-0068-2017","Class II","Powell 4% Beef Mineral (C2.0/IGR) (MC) MEDICATED, product code 151412-C2, Type C medicated feed packaged in 50lb bags, strength of CTC is 2.0g/lb and strength of S-Methoprene is 95.36g/ton, label states: Manufactured For: Powell Feed & Milling 217 Main Street Green Forest, AR 72638","395 bags of lot 6161465633, 316 bags of lot 6161585767","Feed was manufactured without the correct amount of chlortetracycline (CTC), difubenzuron, and/or (S)-Methoprene added and some products are subpotent and others are superpotent.","06/23/2016","02/28/2017","11/09/2018","03/08/2017","Lot number 6161585767, manufactured on 06JUN16  Lot number 6161465633, manufactured on 25MAY16"
"Veterinary","No","","74972","Terminated","Cargill, Inc         Corporate Headquarters","15407 Mcginty Rd W","","Wayzata","MN","	55391-2365","United States","Voluntary: Firm Initiated","Telephone","Recalled product was distributed to customers in AR, IA, IL, KS, MA, MO, MS, NH, NY, OK, TN, and VT.","V-0069-2017","Class II","Powell 4% Beef Mineral (C2.0) (MC) MEDICATED, product code 151412-C, Type C medicated feed packaged in 50lb bags, strength of CTC is 2.0g/lb, label states: Manufactured For: Powell Feed & Milling 217 Main Street Green Forest, AR 72638","398 bags","Feed was manufactured without the correct amount of chlortetracycline (CTC), difubenzuron, and/or (S)-Methoprene added and some products are subpotent and others are superpotent.","06/23/2016","02/28/2017","11/09/2018","03/08/2017","Lot number 6161465634, manufactured on 25MAY16"
"Veterinary","No","","74972","Terminated","Cargill, Inc         Corporate Headquarters","15407 Mcginty Rd W","","Wayzata","MN","	55391-2365","United States","Voluntary: Firm Initiated","Telephone","Recalled product was distributed to customers in AR, IA, IL, KS, MA, MO, MS, NH, NY, OK, TN, and VT.","V-0070-2017","Class II","Cameron 4oz CTC5600 Fescue Mineral MEDICATED, product code 160200_CT, Type C medicated feed packaged in 50lb bags, strength of CTC is 5600g/ton, label states: Custom Mix Not For Resale or Redistribution Consult Cargill Representative For Feeding Directions Manufactured by: Cargill Animal Nutrition General Office Minneapolis, Minn. 55440","235 bags","Feed was manufactured without the correct amount of chlortetracycline (CTC), difubenzuron, and/or (S)-Methoprene added and some products are subpotent and others are superpotent.","06/23/2016","02/28/2017","11/09/2018","03/08/2017","Lot number 6161545709, manufactured on 02JUN16"
"Veterinary","No","","74972","Terminated","Cargill, Inc         Corporate Headquarters","15407 Mcginty Rd W","","Wayzata","MN","	55391-2365","United States","Voluntary: Firm Initiated","Telephone","Recalled product was distributed to customers in AR, IA, IL, KS, MA, MO, MS, NH, NY, OK, TN, and VT.","V-0071-2017","Class II","Right Now Emerald Anaplas (C2.4) (MC) MEDICATED, product code 55103-C1, Type C medicated feed packaged in 50lb bags, strength of CTC is 2.4g/lb, most responsible firm name on the label states:  Cargill Animal Nutrition General Office Minneapolis, MN. 55440, www.cargillanimalnutrition.com","235 bags","Feed was manufactured without the correct amount of chlortetracycline (CTC), difubenzuron, and/or (S)-Methoprene added and some products are subpotent and others are superpotent.","06/23/2016","02/28/2017","11/09/2018","03/08/2017","Lot number 6161545718, manufactured on 02JUN16"
